Unnamed: 0,tgt_smi,origin_label,sub_change,src_smi,origin_pred_ESOL,opt_pred_ESOL,origin_pred_Mutagenicity,opt_pred_Mutagenicity,task_name,mode,origin_pred_lipop,opt_pred_lipop,origin_pred_BBBP,opt_pred_BBBP,cano_src_smi,cano_tgt_smi,group
2719,Cl[c:1]1[cH:1][c:1](Cl)[c:1]([Cl:1])[cH:1][c:1]1[Cl:1],0,*[Cl:1]->*C(N)=O,[NH2:0][C:0](=[O:0])[c:1]1[cH:1][c:1]([N+:0](=[O:0])[O-:0])[c:1]([Cl:1])[cH:1][c:1]1[Cl:1],,,0.0303945150226354,0.9261319041252136,Mutagenicity lipop,higher,3.2543163299560547,1.6643002033233645,,,NC(=O)c1cc([N+](=O)[O-])c(Cl)cc1Cl,Clc1cc(Cl)c(Cl)cc1Cl,test
2720,CC(C)(C)[C:1]1=[CH:1][C:1]([CH3:1])([O:1][O:1][C:1]([CH3:1])([CH3:1])[CH3:1])[CH:1]=[C:1](C(C)(C)C)[C:1]1=[O:1],0,*[C:1]([CH3:1])([CH3:1])[CH3:1]->*C(O)OCC,[CH3:0][CH2:0][O:0][CH:0]([OH:0])[C:1]1=[CH:1][C:1]([CH3:1])([O:1][O:1][C:1]([CH3:1])([CH3:1])[CH3:1])[CH:1]=[C:1]([NH:0][C:0]([NH2:0])=[N:0][OH:0])[C:1]1=[O:1],,,0.0947267189621925,0.8658170700073242,Mutagenicity lipop,higher,3.692293643951416,0.0331807620823383,,,CCOC(O)C1=CC(C)(OOC(C)(C)C)C=C(NC(N)=NO)C1=O,CC(C)(C)OOC1(C)C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C1,test
2721,CC(C)(C)[C:1]1=[CH:1][C:1]([CH3:1])([O:1][O:1][C:1]([CH3:1])([CH3:1])[CH3:1])[CH:1]=[C:1](C(C)(C)C)[C:1]1=[O:1],0,*[C:1]([CH3:1])([CH3:1])[CH3:1]->*N1CCOCC1,[NH2:0][C:0](=[N:0][OH:0])[NH:0][C:1]1=[CH:1][C:1]([CH3:1])([O:1][O:1][C:1]([CH3:1])([CH3:1])[CH3:1])[CH:1]=[C:1]([N:0]2[CH2:0][CH2:0][O:0][CH2:0][CH2:0]2)[C:1]1=[O:1],,,0.0947267189621925,0.8372341990470886,Mutagenicity lipop,higher,3.692293643951416,0.208630084991455,,,CC(C)(C)OOC1(C)C=C(NC(N)=NO)C(=O)C(N2CCOCC2)=C1,CC(C)(C)OOC1(C)C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C1,test
2722,CC(C)(C)[C:1]1=[CH:1][C:1]([CH3:1])([O:1][O:1][C:1]([CH3:1])([CH3:1])[CH3:1])[CH:1]=[C:1](C(C)(C)C)[C:1]1=[O:1],0,*[C:1]([CH3:1])([CH3:1])[CH3:1]->*C(C)C,[CH3:0][CH:0]([CH3:0])[C:1]1=[CH:1][C:1]([CH3:1])([O:1][O:1][C:1]([CH3:1])([CH3:1])[CH3:1])[CH:1]=[C:1]([N:0]([OH:0])[OH:0])[C:1]1=[O:1],,,0.0947267189621925,0.9357239007949828,Mutagenicity lipop,higher,3.692293643951416,1.4275943040847778,,,CC(C)C1=CC(C)(OOC(C)(C)C)C=C(N(O)O)C1=O,CC(C)(C)OOC1(C)C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C1,test
2723,CC(C)(C)[C:1]1=[CH:1][C:1]([CH3:1])([O:1][O:1][C:1]([CH3:1])([CH3:1])[CH3:1])[CH:1]=[C:1](C(C)(C)C)[C:1]1=[O:1],0,*[C:1]([CH3:1])([CH3:1])[CH3:1]->*C(=O)O,[O:0]=[C:0]([OH:0])[C:1]1=[CH:1][C:1]([CH3:1])([O:1][O:1][C:1]([CH3:1])([CH3:1])[CH3:1])[CH:1]=[C:1]([N:0]([OH:0])[OH:0])[C:1]1=[O:1],,,0.0947267189621925,0.9110748171806335,Mutagenicity lipop,higher,3.692293643951416,-0.03926857188344,,,CC(C)(C)OOC1(C)C=C(C(=O)O)C(=O)C(N(O)O)=C1,CC(C)(C)OOC1(C)C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C1,test
2724,CC(C)(C)[C:1]1=[CH:1][C:1]([CH3:1])([O:1][O:1][C:1]([CH3:1])([CH3:1])[CH3:1])[CH:1]=[C:1](C(C)(C)C)[C:1]1=[O:1],0,*[C:1]([CH3:1])([CH3:1])[CH3:1]->*CC(C)NN,[CH3:0][CH:0]([CH2:0][C:1]1=[CH:1][C:1]([CH3:1])([O:1][O:1][C:1]([CH3:1])([CH3:1])[CH3:1])[CH:1]=[C:1]([OH:0])[C:1]1=[O:1])[NH:0][NH2:0],,,0.0947267189621925,0.9102520942687988,Mutagenicity lipop,higher,3.692293643951416,-0.0622965022921562,,,CC(CC1=CC(C)(OOC(C)(C)C)C=C(O)C1=O)NN,CC(C)(C)OOC1(C)C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C1,test
2725,CC(C)(C)[C:1]1=[CH:1][C:1]([CH3:1])([O:1][O:1][C:1]([CH3:1])([CH3:1])[CH3:1])[CH:1]=[C:1](C(C)(C)C)[C:1]1=[O:1],0,*[C:1]([CH3:1])([CH3:1])[CH3:1]->*C(=O)O,[O:0]=[C:0]([OH:0])[C:1]1=[CH:1][C:1]([CH3:1])([O:1][O:1][C:1]([CH3:1])([CH3:1])[CH3:1])[CH:1]=[C:1]([OH:0])[C:1]1=[O:1],,,0.0947267189621925,0.7847682237625122,Mutagenicity lipop,higher,3.692293643951416,-0.1571894884109497,,,CC(C)(C)OOC1(C)C=C(O)C(=O)C(C(=O)O)=C1,CC(C)(C)OOC1(C)C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C1,test
2735,C[c:1]1[c:1](O)[cH:1][c:1]([N+:1](=[O:1])[O-:1])[cH:1][c:1]1[N+:1](=[O:1])[O-:1],0,*[CH3:1]->*C(=O)O,[CH3:0][C:0](=[O:0])[c:1]1[cH:1][c:1]([N+:1](=[O:1])[O-:1])[cH:1][c:1]([N+:1](=[O:1])[O-:1])[c:1]1[C:0](=[O:0])[OH:0],,,0.3679056167602539,0.9699751138687134,Mutagenicity lipop,higher,1.4374783039093018,-0.5891252756118774,,,CC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1C(=O)O,Cc1c(O)cc([N+](=O)[O-])cc1[N+](=O)[O-],test
2737,O[c:1]1[cH:1][c:1]([N+:1](=[O:1])[O-:1])[cH:1][c:1]([N+:1](=[O:1])[O-:1])[c:1]1[CH3:1],0,*[C:0](=[O:0])[OH:0]->*S(=O)(=O)N,[NH2:0][S:0](=[O:0])(=[O:0])[c:1]1[cH:1][c:1]([N+:1](=[O:1])[O-:1])[cH:1][c:1]([N+:1](=[O:1])[O-:1])[c:1]1[CH3:1],,,0.3679056167602539,0.5952062606811523,Mutagenicity lipop,higher,1.4374783039093018,0.3284706771373749,,,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1S(N)(=O)=O,Cc1c(O)cc([N+](=O)[O-])cc1[N+](=O)[O-],test
2741,C[c:1]1[c:1](O)[cH:1][c:1]([N+:1](=[O:1])[O-:1])[cH:1][c:1]1[N+:1](=[O:1])[O-:1],0,*[CH3:1]->*C(=O)O,[CH3:0][O:0][c:1]1[cH:1][c:1]([N+:1](=[O:1])[O-:1])[cH:1][c:1]([N+:1](=[O:1])[O-:1])[c:1]1[C:0](=[O:0])[OH:0],,,0.3679056167602539,0.9143637418746948,Mutagenicity lipop,higher,1.4374783039093018,-0.6617017984390259,,,COc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1C(=O)O,Cc1c(O)cc([N+](=O)[O-])cc1[N+](=O)[O-],test
2751,CC[c:1]1[cH:1][cH:1][c:1](C)[cH:1][cH:1]1,0,*[CH3:1]->*CN,[NH2:0][CH2:0][c:1]1[cH:1][cH:1][c:1]([NH2:0])[cH:1][cH:1]1,,,0.0231293775141239,0.7826173901557922,Mutagenicity lipop,higher,3.351794481277466,-0.6588231325149536,,,NCc1ccc(N)cc1,CCc1ccc(C)cc1,test
2768,O=C(c1ccc([O:1][CH3:1])cc1)[CH:1]1[O:1][CH:1]1[c:1]1[cH:1][cH:1][cH:1][cH:1][cH:1]1,0,*[c:1]1[cH:1][cH:1][c:1](*)[cH:1][cH:1]1->*C(=O)C(*)=O,[O:0]=[C:0]([O:0][CH:1]1[O:1][CH:1]1[c:1]1[cH:1][cH:1][cH:1][cH:1][cH:1]1)[C:0](=[O:0])[O:1][CH3:1],,,0.4815219044685364,0.7080512642860413,Mutagenicity lipop,higher,2.7363028526306152,1.6795551776885986,,,COC(=O)C(=O)OC1OC1c1ccccc1,COc1ccc(C(=O)C2OC2c2ccccc2)cc1,test
2769,O=C(c1ccc([O:1][CH3:1])cc1)[CH:1]1[O:1][CH:1]1[c:1]1[cH:1][cH:1][cH:1][cH:1][cH:1]1,0,*[c:1]1[cH:1][cH:1][c:1](*)[cH:1][cH:1]1->*OP(=O)(O)C*,[O:0]=[P:0]([OH:0])([CH2:0][O:0][CH:1]1[O:1][CH:1]1[c:1]1[cH:1][cH:1][cH:1][cH:1][cH:1]1)[O:0][O:1][CH3:1],,,0.4815219044685364,0.5845891833305359,Mutagenicity lipop,higher,2.7363028526306152,0.8626558184623718,,,COOP(=O)(O)COC1OC1c1ccccc1,COc1ccc(C(=O)C2OC2c2ccccc2)cc1,test
2771,O=C[c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]1[CH3:1],0,*O->*OO,[OH:0][O:0][N:0]([OH:0])[c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]1[CH3:1],,,0.0352140814065933,0.9186910390853882,Mutagenicity lipop,higher,1.6425483226776123,0.5509600639343262,,,Cc1ccccc1N(O)OO,Cc1ccccc1C=O,test
2775,O=C[c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]1[CH3:1],0,*N->*N(C)C,[CH3:0][N:0]([CH3:0])[C:0]([NH2:0])=[N:0][c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]1[CH3:1],,,0.0352140814065933,0.5388857126235962,Mutagenicity lipop,higher,1.6425483226776123,0.3807590901851654,,,Cc1ccccc1N=C(N)N(C)C,Cc1ccccc1C=O,test
2780,c1cc(-[c:1]2[cH:1][cH:1][c:1]([NH2:1])[cH:1][cH:1]2)ccc1-c1ccc(-[c:1]2[cH:1][cH:1][c:1]([NH2:1])[cH:1][cH:1]2)cc1,0,*[c:1]1[cH:1][cH:1][c:1](*)[cH:1][cH:1]1->*CC[C@H](N)C(=O)C(*)O,[NH2:0][C@@H:0]([CH2:0][CH2:0][c:1]1[cH:1][cH:1][c:1]([NH2:1])[cH:1][cH:1]1)[C:0](=[O:0])[CH:0]([OH:0])[c:0]1[n:0][cH:0][cH:0][cH:0][c:0]1-[c:1]1[cH:1][cH:1][c:1]([NH2:1])[cH:1][cH:1]1,,,0.2528515756130218,0.6983054876327515,Mutagenicity lipop,higher,3.03364634513855,0.2466749250888824,,,Nc1ccc(CC[C@H](N)C(=O)C(O)c2ncccc2-c2ccc(N)cc2)cc1,Nc1ccc(-c2ccc(-c3ccc(-c4ccc(N)cc4)cc3)cc2)cc1,test
2781,c1cc(-[c:1]2[cH:1][cH:1][c:1]([NH2:1])[cH:1][cH:1]2)ccc1-c1ccc(-[c:1]2[cH:1][cH:1][c:1]([NH2:1])[cH:1][cH:1]2)cc1,0,*[c:1]1[cH:1][cH:1][c:1](*)[cH:1][cH:1]1->*CCC(*)=O,[O:0]=[C:0]([CH2:0][CH2:0][c:0]1[n:0][cH:0][cH:0][cH:0][c:0]1-[c:1]1[cH:1][cH:1][c:1]([NH2:1])[cH:1][cH:1]1)[c:1]1[cH:1][cH:1][c:1]([NH2:1])[cH:1][cH:1]1,,,0.2528515756130218,0.6831926107406616,Mutagenicity lipop,higher,3.03364634513855,1.844172716140747,,,Nc1ccc(C(=O)CCc2ncccc2-c2ccc(N)cc2)cc1,Nc1ccc(-c2ccc(-c3ccc(-c4ccc(N)cc4)cc3)cc2)cc1,test
2783,CO[c:1]1[cH:1][c:1](-[c:1]2[o:1][c:1]3[cH:1][c:1]([OH:1])[cH:1][c:1]([OH:1])[c:1]3[c:1](=[O:1])[c:1]2[OH:1])[cH:1][cH:1][c:1]1[OH:1],0,*O->*N,[NH2:0][N:0]([OH:0])[c:1]1[cH:1][c:1](-[c:1]2[o:1][c:1]3[cH:1][c:1]([OH:1])[cH:1][c:1]([OH:1])[c:1]3[c:1](=[O:1])[c:1]2[OH:1])[cH:1][cH:1][c:1]1[OH:1],,,0.4578455090522766,0.7466241121292114,Mutagenicity lipop,higher,2.199260711669922,1.6504884958267212,,,NN(O)c1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,test
2789,OCC(C(O)[c:1]1[cH:1][cH:1][c:1]([N+:1](=[O:1])[O-:1])[cH:1][cH:1]1)[NH:1][C:1](=[O:1])[CH:1]([Cl:1])[Cl:1],0,*[c:0]1[cH:0][cH:0][cH:0][cH:0][c:0]1*->*NC(=N)N(*)C,[CH3:0][N:0]([C:0](=[NH:0])[NH:0][c:1]1[cH:1][cH:1][c:1]([N+:1](=[O:1])[O-:1])[cH:1][cH:1]1)[NH:1][C:1](=[O:1])[CH:1]([Cl:1])[Cl:1],,,0.1353026628494262,0.7860663533210754,Mutagenicity lipop,higher,1.1544517278671265,-0.2113242149353027,,,CN(NC(=O)C(Cl)Cl)C(=N)Nc1ccc([N+](=O)[O-])cc1,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,test
2796,CC[c:1]1[c:1]2[cH:1][cH:1][cH:1][cH:1][c:1]2[c:1](CC)[c:1]2[c:1]1[cH:1][cH:1][c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]12,0,*[CH2:1][CH3:1]->*O,[O:0]=[N+:0]([O-:0])[c:1]1[c:1]2[cH:1][cH:1][cH:1][cH:1][c:1]2[c:1]([OH:0])[c:1]2[cH:1][cH:1][c:1]3[cH:1][cH:1][cH:1][cH:1][c:1]3[c:1]12,,,0.2051050215959549,0.6850922107696533,Mutagenicity lipop,higher,4.089813709259033,3.236725330352783,,,O=[N+]([O-])c1c2ccccc2c(O)c2ccc3ccccc3c12,CCc1c2ccccc2c(CC)c2c1ccc1ccccc12,test
2797,CC[c:1]1[c:1]2[cH:1][cH:1][cH:1][cH:1][c:1]2[c:1](CC)[c:1]2[c:1]1[cH:1][cH:1][c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]12,0,*[CH2:1][CH3:1]->*N,[NH2:0][c:1]1[c:1]2[cH:1][cH:1][cH:1][cH:1][c:1]2[c:1]([N+:0](=[O:0])[O-:0])[c:1]2[c:1]1[cH:1][cH:1][c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]12,,,0.2051050215959549,0.8808916807174683,Mutagenicity lipop,higher,4.089813709259033,3.289611339569092,,,Nc1c2ccccc2c([N+](=O)[O-])c2c1ccc1ccccc12,CCc1c2ccccc2c(CC)c2c1ccc1ccccc12,test
2798,CC[c:1]1[c:1]2[cH:1][cH:1][cH:1][cH:1][c:1]2[c:1](CC)[c:1]2[c:1]1[cH:1][cH:1][c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]12,0,*[CH2:1][CH3:1]->*C#N,[N:0]#[C:0][c:1]1[c:1]2[cH:1][cH:1][cH:1][cH:1][c:1]2[c:1](-[c:0]2[cH:0][nH:0][cH:0][n:0]2)[c:1]2[c:1]1[cH:1][cH:1][c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]12,,,0.2051050215959549,0.9744592905044556,Mutagenicity lipop,higher,4.089813709259033,3.436049699783325,,,N#Cc1c2ccccc2c(-c2c[nH]cn2)c2c1ccc1ccccc12,CCc1c2ccccc2c(CC)c2c1ccc1ccccc12,test
2799,CC[c:1]1[c:1]2[cH:1][cH:1][cH:1][cH:1][c:1]2[c:1](CC)[c:1]2[c:1]1[cH:1][cH:1][c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]12,0,*[CH2:1][CH3:1]->*OCCN,[NH2:0][CH2:0][CH2:0][O:0][c:1]1[c:1]2[cH:1][cH:1][cH:1][cH:1][c:1]2[c:1](-[c:0]2[cH:0][nH:0][cH:0][n:0]2)[c:1]2[c:1]1[cH:1][cH:1][c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]12,,,0.2051050215959549,0.9533329010009766,Mutagenicity lipop,higher,4.089813709259033,2.1737875938415527,,,NCCOc1c2ccccc2c(-c2c[nH]cn2)c2c1ccc1ccccc12,CCc1c2ccccc2c(CC)c2c1ccc1ccccc12,test
2801,CC[c:1]1[c:1]2[cH:1][cH:1][cH:1][cH:1][c:1]2[c:1](CC)[c:1]2[c:1]1[cH:1][cH:1][c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]12,0,*[CH2:1][CH3:1]->*C,[CH3:0][c:1]1[c:1]2[cH:1][cH:1][cH:1][cH:1][c:1]2[c:1]([C:0](=[O:0])[OH:0])[c:1]2[c:1]1[cH:1][cH:1][c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]12,,,0.2051050215959549,0.6218146681785583,Mutagenicity lipop,higher,4.089813709259033,1.9445832967758176,,,Cc1c2ccccc2c(C(=O)O)c2c1ccc1ccccc12,CCc1c2ccccc2c(CC)c2c1ccc1ccccc12,test
2802,CC[c:1]1[c:1]2[cH:1][cH:1][cH:1][cH:1][c:1]2[c:1](CC)[c:1]2[c:1]1[cH:1][cH:1][c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]12,0,*[CH2:1][CH3:1]->*S(N)(=O)=O,[NH2:0][S:0](=[O:0])(=[O:0])[c:1]1[c:1]2[cH:1][cH:1][cH:1][cH:1][c:1]2[c:1]([N:0]([OH:0])[OH:0])[c:1]2[c:1]1[cH:1][cH:1][c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]12,,,0.2051050215959549,0.954400360584259,Mutagenicity lipop,higher,4.089813709259033,1.9122234582901,,,NS(=O)(=O)c1c2ccccc2c(N(O)O)c2c1ccc1ccccc12,CCc1c2ccccc2c(CC)c2c1ccc1ccccc12,test
2814,Cl[c:1]1[cH:1][cH:1][c:1](/[C:1](=[CH:1]/[Br:1])[O:1][P:1](=[O:1])([O:1][CH3:1])[O:1][CH3:1])[c:1](Cl)[cH:1]1,0,*[X]->*CO,[O:0]=[N+:0]([O-:0])[c:1]1[cH:1][cH:1][c:1](/[C:1](=[CH:1]/[Br:1])[O:1][P:1](=[O:1])([O:1][CH3:1])[O:1][CH3:1])[c:1]([CH2:0][OH:0])[cH:1]1,,,0.0331450775265693,0.6697344183921814,Mutagenicity lipop,higher,2.035528421401977,1.2445589303970337,,,COP(=O)(OC)O/C(=C\Br)c1ccc([N+](=O)[O-])cc1CO,COP(=O)(OC)O/C(=C\Br)c1ccc(Cl)cc1Cl,test
2815,Cl[c:1]1[cH:1][cH:1][c:1](/[C:1](=[CH:1]/[Br:1])[O:1][P:1](=[O:1])([O:1][CH3:1])[O:1][CH3:1])[c:1](Cl)[cH:1]1,0,*[X]->*C#N,[N:0]#[C:0][c:1]1[cH:1][c:1]([N+:0](=[O:0])[O-:0])[cH:1][cH:1][c:1]1/[C:1](=[CH:1]/[Br:1])[O:1][P:1](=[O:1])([O:1][CH3:1])[O:1][CH3:1],,,0.0331450775265693,0.6793667078018188,Mutagenicity lipop,higher,2.035528421401977,1.197344183921814,,,COP(=O)(OC)O/C(=C\Br)c1ccc([N+](=O)[O-])cc1C#N,COP(=O)(OC)O/C(=C\Br)c1ccc(Cl)cc1Cl,test
2821,CC(=O)O[c:1]1[c:1]([NH:1][C:1]([CH3:1])=[O:1])[cH:1][cH:1][c:1]2[c:1]1[CH2:1][c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]1-2,0,*[CH2:0][C:0](=[O:0])[C:1]([CH3:1])=[O:1]->*C(=O)NO,[O:0]=[C:0]([NH:0][OH:0])[c:1]1[c:1]([NH:1][C:1]([CH3:1])=[O:1])[cH:1][cH:1][c:1]2[c:1]1[CH2:1][c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]1-2,,,0.3160188794136047,0.92475825548172,Mutagenicity lipop,higher,2.765101671218872,1.5943752527236938,,,CC(=O)Nc1ccc2c(c1C(=O)NO)Cc1ccccc1-2,CC(=O)Nc1ccc2c(c1OC(C)=O)Cc1ccccc1-2,test
2823,CC(=O)O[c:1]1[c:1]([NH:1][C:1]([CH3:1])=[O:1])[cH:1][cH:1][c:1]2[c:1]1[CH2:1][c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]1-2,0,*[C:0](=[O:0])[C:1]([CH3:1])=[O:1]->*C(N)=O,[NH2:0][C:0](=[O:0])[c:1]1[c:1]([NH:1][C:1]([CH3:1])=[O:1])[cH:1][cH:1][c:1]2[c:1]1[CH2:1][c:1]1[cH:1][cH:1][cH:1][cH:1][c:1]1-2,,,0.3160188794136047,0.6338644623756409,Mutagenicity lipop,higher,2.765101671218872,1.937490701675415,,,CC(=O)Nc1ccc2c(c1C(N)=O)Cc1ccccc1-2,CC(=O)Nc1ccc2c(c1OC(C)=O)Cc1ccccc1-2,test
2835,O[c:1]1[cH:1][cH:1][c:1](-[c:1]2[cH:1][cH:1][c:1](O)[c:1]([N+:1](=[O:1])[O-:1])[cH:1]2)[cH:1][c:1]1[N+:1](=[O:1])[O-:1],0,*[OH:1]->*C(=O)N,[NH2:0][C:0](=[O:0])[c:1]1[cH:1][cH:1][c:1](-[c:1]2[cH:1][cH:1][c:1]([C:0](=[O:0])[OH:0])[c:1]([N+:1](=[O:1])[O-:1])[cH:1]2)[cH:1][c:1]1[N+:1](=[O:1])[O-:1],,,0.4352522790431976,0.9871560335159302,Mutagenicity lipop,higher,1.899083137512207,-0.3204176723957062,,,NC(=O)c1ccc(-c2ccc(C(=O)O)c([N+](=O)[O-])c2)cc1[N+](=O)[O-],O=[N+]([O-])c1cc(-c2ccc(O)c([N+](=O)[O-])c2)ccc1O,test
2836,O=[N+]([O-])[c:1]1[cH:1][c:1](-[c:1]2[cH:1][cH:1][c:1]([OH:1])[c:1]([N+:1](=[O:1])[O-:1])[cH:1]2)[cH:1][cH:1][c:1]1O,0,*[N+:1](=[O:1])[O-:1]->*C(=O)O,[NH2:0][c:1]1[cH:1][cH:1][c:1](-[c:1]2[cH:1][cH:1][c:1]([OH:1])[c:1]([N+:1](=[O:1])[O-:1])[cH:1]2)[cH:1][c:1]1[C:0](=[O:0])[OH:0],,,0.4352522790431976,0.8762748837471008,Mutagenicity lipop,higher,1.899083137512207,0.3369659185409546,,,Nc1ccc(-c2ccc(O)c([N+](=O)[O-])c2)cc1C(=O)O,O=[N+]([O-])c1cc(-c2ccc(O)c([N+](=O)[O-])c2)ccc1O,test
2838,CO[c:1]1[cH:1][cH:1][c:1]2[nH:1][cH:1][c:1](CC[NH:1][C:1]([CH3:1])=[O:1])[c:1]2[cH:1]1,0,*[CH2:1][CH2:1]*->*O*,[N:0]#[C:0][c:1]1[cH:1][cH:1][c:1]2[nH:1][cH:1][c:1]([O:0][NH:1][C:1]([CH3:1])=[O:1])[c:1]2[cH:1]1,,,0.2894411981105804,0.9815418124198914,Mutagenicity lipop,higher,1.4560401439666748,0.7189840078353882,,,CC(=O)NOc1c[nH]c2ccc(C#N)cc12,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,test
2839,CO[c:1]1[cH:1][cH:1][c:1]2[nH:1][cH:1][c:1](CC[NH:1][C:1]([CH3:1])=[O:1])[c:1]2[cH:1]1,0,*[CH2:1][CH2:1]*->*C(*)=O,[N:0]#[C:0][c:1]1[cH:1][cH:1][c:1]2[nH:1][cH:1][c:1]([C:0](=[O:0])[NH:1][C:1]([CH3:1])=[O:1])[c:1]2[cH:1]1,,,0.2894411981105804,0.6029468774795532,Mutagenicity lipop,higher,1.4560401439666748,0.8836808204650879,,,CC(=O)NC(=O)c1c[nH]c2ccc(C#N)cc12,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,test
2841,Cl[c:1]1[cH:1][n:1][c:1]2[cH:1][cH:1][cH:1][cH:1][c:1]2[c:1]1[CH3:1],0,*[CH3:0]->*CNC,[CH3:0][NH:0][CH2:0][c:1]1[cH:1][n:1][c:1]2[cH:1][cH:1][cH:1][cH:1][c:1]2[c:1]1[CH3:1],,,0.3615815043449402,0.5381981134414673,Mutagenicity lipop,higher,3.287245512008667,0.4544650018215179,,,CNCc1cnc2ccccc2c1C,Cc1c(Cl)cnc2ccccc12,test
2842,C[c:1]1[c:1](Cl)[cH:1][n:1][c:1]2[cH:1][cH:1][cH:1][cH:1][c:1]12,0,*[CH3:1]->*C#N,[CH3:0][CH:0]=[N:0][c:1]1[cH:1][n:1][c:1]2[cH:1][cH:1][cH:1][cH:1][c:1]2[c:1]1[C:0]#[N:0],,,0.3615815043449402,0.9677322506904602,Mutagenicity lipop,higher,3.287245512008667,1.9957393407821653,,,CC=Nc1cnc2ccccc2c1C#N,Cc1c(Cl)cnc2ccccc12,test
2844,Cl[c:1]1[cH:1][n:1][c:1]2[cH:1][cH:1][cH:1][cH:1][c:1]2[c:1]1[CH3:1],0,*O->*C(=O)N,[NH2:0][C:0](=[O:0])[N:0]([OH:0])[c:1]1[cH:1][n:1][c:1]2[cH:1][cH:1][cH:1][cH:1][c:1]2[c:1]1[CH3:1],,,0.3615815043449402,0.8087882995605469,Mutagenicity lipop,higher,3.287245512008667,0.9547055959701538,,,Cc1c(N(O)C(N)=O)cnc2ccccc12,Cc1c(Cl)cnc2ccccc12,test
2850,CC[O:1][P:1](=[S:1])([O:1]CC)[O:1][c:1]1[cH:1][n:1][c:1]2[cH:1][cH:1][cH:1][cH:1][c:1]2[n:1]1,0,*[CH2:1][CH3:1]->*O,[O:0]=[C:0]([NH:0][OH:0])[O:1][P:1](=[S:1])([O:1][OH:0])[O:1][c:1]1[cH:1][n:1][c:1]2[cH:1][cH:1][cH:1][cH:1][c:1]2[n:1]1,,,0.1994423121213913,0.934025764465332,Mutagenicity lipop,higher,1.2412208318710327,0.3929678797721863,,,O=C(NO)OP(=S)(OO)Oc1cnc2ccccc2n1,CCOP(=S)(OCC)Oc1cnc2ccccc2n1,test
2851,CC[O:1][P:1](=[S:1])([O:1]CC)[O:1][c:1]1[cH:1][n:1][c:1]2[cH:1][cH:1][cH:1][cH:1][c:1]2[n:1]1,0,*[CH2:1][CH3:1]->*C(N)=O,[NH2:0][C:0](=[O:0])[O:1][P:1](=[S:1])([O:1][C:0](=[O:0])[NH:0][OH:0])[O:1][c:1]1[cH:1][n:1][c:1]2[cH:1][cH:1][cH:1][cH:1][c:1]2[n:1]1,,,0.1994423121213913,0.8727550506591797,Mutagenicity lipop,higher,1.2412208318710327,0.3432708382606506,,,NC(=O)OP(=S)(OC(=O)NO)Oc1cnc2ccccc2n1,CCOP(=S)(OCC)Oc1cnc2ccccc2n1,test
2854,O=C(c1ccccc1)[O:1][O:1][C:1](=[O:1])[c:1]1[cH:1][cH:1][cH:1][cH:1][cH:1]1,0,*[c:1]1[cH:1][cH:1][cH:1][cH:1][cH:1]1->*C(=O)NOCCO,[O:0]=[C:0]([CH2:0][C:0](=[O:0])[O:1][O:1][C:1](=[O:1])[c:1]1[cH:1][cH:1][cH:1][cH:1][cH:1]1)[NH:0][O:0][CH2:0][CH2:0][OH:0],,,0.3062569499015808,0.9785747528076172,Mutagenicity lipop,higher,3.3211441040039062,0.1314076334238052,,,O=C(CC(=O)OOC(=O)c1ccccc1)NOCCO,O=C(OOC(=O)c1ccccc1)c1ccccc1,test
